# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition1/9929265/counts.txt" "../results/condition1/9929265/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition1/9929265/alignment_sorted.bam
YJR129C	chrX	663680	665083	-	1404	11169
YJR130C	chrX	665049	667427	-	2379	2462
YJR131W	chrX	667592	671262	+	3671	2650
YJR132W	chrX	669461	672843	+	3383	0
YJR133W	chrX	670433	673726	+	3294	3106
YJR134C	chrX	673615	675944	-	2330	1361
YJR135C	chrX	674631	676839	-	2209	498
YJR135W-A	chrX	676946	677639	+	694	1415
YJR136C	chrX	677352	678782	-	1431	1409
YJR137C	chrX	678957	683285	-	4329	8216
YJR138W	chrX	684567	689321	+	4755	3648
YJR139C	chrX	689310	690925	-	1616	21338
YJR140C	chrX	690750	695696	-	4947	4744
YJR140W-A	chrX	690961	691110	+	150	0
YJR141W	chrX	695873	697171	+	1299	785
YJR142W	chrX	696757	698363	+	1607	2290
YJR143C	chrX	698168	700705	-	2538	12107
YJR144W	chrX	700686	701957	+	1272	3010
YJR145C	chrX	701849	703563	-	1715	29967
YJR146W	chrX	703885	704238	+	354	234
YJR147W	chrX	704050	705719	+	1670	1430
YJR148W	chrX	705592	707187	+	1596	30248
YJR149W	chrX	707092	708594	+	1503	1021
YJR150C	chrX	708704	709885	-	1182	236
YJR151C	chrX	712255	715740	-	3486	611
YJR151W-A	chrX	717580	717630	+	51	42
YJR152W	chrX	718161	721391	+	3231	1431
YJR153W	chrX	722431	724778	+	2348	1297
YJR154W	chrX	725784	726824	+	1041	368
YJR155W	chrX	727026	728332	+	1307	688
YJR156C	chrX	728574	729596	-	1023	338
YJR157W	chrX	730515	730877	+	363	7
YJR158W	chrX	732440	734143	+	1704	205
YJR159W	chrX	736044	737117	+	1074	767
YJR160C	chrX	738008	739816	-	1809	1079
YJR161C	chrX	742848	743999	-	1152	746
YJR162C	chrX	744911	745261	-	351	0
YKL225W	chrXI	451	798	+	348	0
YKL224C	chrXI	1810	2181	-	372	7
YKL223W	chrXI	2389	2721	+	333	6
YKL222C	chrXI	3228	5738	-	2511	1585
YKL221W	chrXI	6107	7528	+	1422	157
YKL220C	chrXI	9091	11226	-	2136	986
YKL219W	chrXI	14485	15708	+	1224	1897
YKL218C	chrXI	17159	19802	-	2644	3013
YKL217W	chrXI	22006	24219	+	2214	1204
YKL216W	chrXI	25099	26560	+	1462	7376
YKL215C	chrXI	26659	30718	-	4060	7111
YKL214C	chrXI	30874	31761	-	888	1598
YKL213C	chrXI	31885	34183	-	2299	8836
YKL212W	chrXI	34342	36508	+	2167	15993
YKL211C	chrXI	36541	38230	-	1690	7249
YKL210W	chrXI	39104	42329	+	3226	76485
YKL209C	chrXI	42423	46295	-	3873	26285
YKL208W	chrXI	47136	48176	+	1041	3
YKL207W	chrXI	47184	49135	+	1952	6059
YKL206C	chrXI	48926	49908	-	983	2385
YKL205W	chrXI	50005	53479	+	3475	9911
YKL204W	chrXI	53661	55776	+	2116	1992
YKL203C	chrXI	55935	63359	-	7425	10675
YKL202W	chrXI	63821	64402	+	582	17
YKL201C	chrXI	63930	67466	-	3537	2108
YKL198C	chrXI	68087	70446	-	2360	1593
YKL197C	chrXI	70335	73897	-	3563	3753
YKL196C	chrXI	74697	75652	-	956	11004
YKL195W	chrXI	75787	77331	+	1545	10274
YKL194C	chrXI	77031	78725	-	1695	2098
YKL193C	chrXI	78756	79933	-	1178	2607
YKL192C	chrXI	80017	80627	-	611	2201
YKL191W	chrXI	80975	82732	+	1758	9865
YKL190W	chrXI	82901	83962	+	1062	4355
YKL189W	chrXI	84432	86185	+	1754	1554
YKL188C	chrXI	86225	88786	-	2562	972
YKL187C	chrXI	89284	91536	-	2253	1447
YKL186C	chrXI	92644	93465	-	822	3735
YKL185W	chrXI	94121	96388	+	2268	5229
YKL184W	chrXI	96538	98467	+	1930	5074
YKL183C-A	chrXI	98395	98607	-	213	0
YKL183W	chrXI	98551	100350	+	1800	4119
YKL182W	chrXI	100671	106826	+	6156	86664
YKL181W	chrXI	107099	108908	+	1810	16145
YKL180W	chrXI	109090	110370	+	1281	18817
YKL179C	chrXI	110337	112558	-	2222	4501
YKL178C	chrXI	112938	114671	-	1734	703
YKL177W	chrXI	114317	114887	+	571	11
YKL176C	chrXI	115408	118521	-	3114	8680
YKL175W	chrXI	118550	120467	+	1918	7257
YKL174C	chrXI	120209	122336	-	2128	3493
YKL173W	chrXI	122461	125688	+	3228	5913
YKL172W	chrXI	125725	127200	+	1476	4425
YKL171W	chrXI	127475	130261	+	2787	3221
YKL170W	chrXI	130521	131331	+	811	0
YKL169C	chrXI	130289	132678	-	2390	6
YKL168C	chrXI	130985	133481	-	2497	775
YKL167C	chrXI	133476	134396	-	921	1482
YKL166C	chrXI	134289	135925	-	1637	2164
YKL165C-A	chrXI	135790	136023	-	234	6
YKL165C	chrXI	137771	140748	-	2978	6262
YKL164C	chrXI	141526	143179	-	1654	41698
YKL163W	chrXI	143612	145781	+	2170	5270
YKL162C-A	chrXI	145550	146135	-	586	133
YKL162C	chrXI	147481	148951	-	1471	766
YKL161C	chrXI	149062	150978	-	1917	2975
YKL160W	chrXI	153257	154944	+	1688	151
YKL159C	chrXI	153131	154491	-	1361	0
YKL157W	chrXI	154967	158452	+	3486	25049
YKL156W	chrXI	158521	159449	+	929	4642
YKL156C-A	chrXI	158975	159091	-	117	0
YKL155C	chrXI	159355	161417	-	2063	3359
YKL154W	chrXI	161097	162452	+	1356	3917
YKL153W	chrXI	163600	164109	+	510	0
YKL152C	chrXI	163006	164409	-	1404	294
YKL151C	chrXI	163808	165935	-	2128	5845
YKL150W	chrXI	166195	166487	+	293	196
YKL149C	chrXI	167457	168904	-	1448	2026
YKL148C	chrXI	168974	171306	-	2333	3013
YKL147C	chrXI	171551	172168	-	618	0
YKL146W	chrXI	171556	173947	+	2392	6713
YKL145W	chrXI	174159	175825	+	1667	1
YKL145W-A	chrXI	174218	175807	+	1590	0
YKL144C	chrXI	175600	176569	-	970	655
YKL143W	chrXI	176127	178541	+	2415	3780
YKL142W	chrXI	178418	179397	+	980	7089
YKL141W	chrXI	179344	180398	+	1055	4162
YKL140W	chrXI	180511	182764	+	2254	4889
YKL139W	chrXI	182777	184607	+	1831	2894
YKL138C-A	chrXI	184455	185513	-	1059	784
YKL138C	chrXI	185210	186206	-	997	0
YKL137W	chrXI	185548	186449	+	902	0
YKL136W	chrXI	186416	186814	+	399	0
YKL135C	chrXI	186267	188790	-	2524	5666
YKL134C	chrXI	188841	191494	-	2654	2721
YKL133C	chrXI	191509	193083	-	1575	1078
YKL132C	chrXI	193214	195088	-	1875	859
YKL131W	chrXI	194478	194999	+	522	0
YKL130C	chrXI	195112	196131	-	1020	1026
YKL129C	chrXI	196243	200191	-	3949	3067
YKL128C	chrXI	200496	201802	-	1307	6309
YKL127W	chrXI	203176	205398	+	2223	6240
YKL126W	chrXI	205499	207833	+	2335	12152
YKL125W	chrXI	208117	210306	+	2190	5460
YKL124W	chrXI	210523	212393	+	1871	646
YKL123W	chrXI	210912	212521	+	1610	0
YKL122C	chrXI	212332	213339	-	1008	1733
YKL121W	chrXI	213731	216832	+	3102	2389
YKL120W	chrXI	217171	218508	+	1338	3450
YKL119C	chrXI	218425	219335	-	911	793
YKL118W	chrXI	219126	219437	+	312	13
YKL117W	chrXI	220285	221266	+	982	18551
YKL116C	chrXI	221037	223130	-	2094	3532
YKL115C	chrXI	222893	223285	-	393	0
YKL114C	chrXI	223243	224526	-	1284	3011
YKL113C	chrXI	224601	225937	-	1337	1927
YKL112W	chrXI	226100	228907	+	2808	5346
YKL111C	chrXI	228464	228799	-	336	0
YKL110C	chrXI	228797	230611	-	1815	4449
YKL109W	chrXI	231859	234255	+	2397	11407
YKL108W	chrXI	234196	235929	+	1734	892
YKL107W	chrXI	236010	237211	+	1202	57
YKL106C-A	chrXI	236252	237269	-	1018	6
YKL106W	chrXI	237436	239066	+	1631	5073
YKL105C	chrXI	238988	242757	-	3770	3113
YKL104C	chrXI	242940	245575	-	2636	26241
YKL104W-A	chrXI	245032	245286	+	255	0
YKL103C	chrXI	245947	248179	-	2233	16628
YKL102C	chrXI	247751	248369	-	619	105
YKL101W	chrXI	248920	253476	+	4557	5987
YKL100C	chrXI	253435	255533	-	2099	8561
YKL100W-A	chrXI	254159	254248	+	90	0
YKL099C	chrXI	255531	256553	-	1023	3210
YKL098W	chrXI	256718	258060	+	1343	2323
YKL097C	chrXI	258051	259016	-	966	106
YKL096C-B	chrXI	259073	259222	-	150	3
YKL096W-A	chrXI	259205	260083	+	879	0
YKL096W	chrXI	259300	261945	+	2646	15072
YKL095W	chrXI	262277	263113	+	837	55
YKL094W	chrXI	262315	264379	+	2065	7483
YKL093W	chrXI	264711	266110	+	1400	1859
YKL092C	chrXI	265929	269546	-	3618	2544
YKL091C	chrXI	269601	270689	-	1089	2913
YKL090W	chrXI	271838	274407	+	2570	1443
YKL089W	chrXI	273365	275275	+	1911	385
YKL088W	chrXI	275222	277251	+	2030	1422
YKL087C	chrXI	276972	278179	-	1208	1821
YKL086W	chrXI	278165	278839	+	675	89
YKL085W	chrXI	278701	280519	+	1819	7589
YKL084W	chrXI	280414	281032	+	619	373
YKL083W	chrXI	280921	281535	+	615	0
YKL082C	chrXI	280848	282412	-	1565	994
YKL081W	chrXI	282630	284695	+	2066	33726
YKL080W	chrXI	284901	286336	+	1436	15860
YKL079W	chrXI	286480	288648	+	2169	5425
YKL078W	chrXI	288799	291156	+	2358	4802
YKL077W	chrXI	291340	292965	+	1626	11088
YKL076C	chrXI	292752	294260	-	1509	0
YKL075C	chrXI	292956	294308	-	1353	26
YKL074C	chrXI	294501	296217	-	1717	3322
YKL073W	chrXI	296353	299168	+	2816	7876
YKL072W	chrXI	299344	302022	+	2679	3157
YKL071W	chrXI	304339	306061	+	1723	1437
YKL070W	chrXI	305913	306979	+	1067	1664
YKL069W	chrXI	307242	308073	+	832	1211
YKL068W-A	chrXI	308995	309754	+	760	2685
YKL068W	chrXI	310079	313209	+	3131	11320
YKL067W	chrXI	314684	315568	+	885	7376
YKL066W	chrXI	315281	315724	+	444	0
YKL065W-A	chrXI	315548	316351	+	804	221
YKL065C	chrXI	316299	317383	-	1085	11363
YKL064W	chrXI	317764	320673	+	2910	6826
YKL063C	chrXI	320844	322916	-	2073	1948
YKL062W	chrXI	323082	325544	+	2463	3315
YKL061W	chrXI	324849	326394	+	1546	163
YKL060C	chrXI	325978	327521	-	1544	543594
YKL059C	chrXI	327478	329524	-	2047	3675
YKL058W	chrXI	329898	330898	+	1001	4012
YKL057C	chrXI	330799	334035	-	3237	8787
YKL056C	chrXI	334237	336154	-	1918	32863
YKL055C	chrXI	334870	336202	-	1333	6
YKL054C	chrXI	336296	338891	-	2596	8825
YKL053C-A	chrXI	338974	339542	-	569	1728
YKL053W	chrXI	339572	339946	+	375	0
YKL052C	chrXI	339628	341371	-	1744	1443
YKL051W	chrXI	341149	342774	+	1626	3196
YKL050C	chrXI	342852	345620	-	2769	680
YKL049C	chrXI	345630	346843	-	1214	869
YKL048C	chrXI	347032	349221	-	2190	1680
YKL047W	chrXI	349406	351187	+	1782	3052
YKL046C	chrXI	351039	352890	-	1852	3536
YKL045W	chrXI	353371	355218	+	1848	1644
YKL044W	chrXI	356018	356713	+	696	37
YKL043W	chrXI	356442	358049	+	1608	653
YKL042W	chrXI	358337	359822	+	1486	721
YKL041W	chrXI	360048	361148	+	1101	0
YKL040C	chrXI	360000	361890	-	1891	1095
YKL039W	chrXI	362100	364452	+	2353	13935
YKL038W	chrXI	364939	369283	+	4345	5510
YKL037W	chrXI	369365	369721	+	357	0
YKL036C	chrXI	369090	370019	-	930	0
YKL035W	chrXI	369758	371558	+	1801	24802
YKL034W	chrXI	371685	374238	+	2554	4123
YKL033W-A	chrXI	374383	375362	+	980	7119
YKL033W	chrXI	375456	378572	+	3117	3717
YKL032C	chrXI	380065	381858	-	1794	2196
YKL031W	chrXI	382072	382485	+	414	7
YKL030W	chrXI	382498	383103	+	606	0
YKL029C	chrXI	382600	384847	-	2248	4097
YKL028W	chrXI	385709	387578	+	1870	2694
YKL027W	chrXI	387399	389135	+	1737	3464
YKL026C	chrXI	389061	389997	-	937	1006
YKL025C	chrXI	390131	392313	-	2183	2455
YKL024C	chrXI	392365	393365	-	1001	1841
YKL023C-A	chrXI	392879	393410	-	532	0
YKL023W	chrXI	393581	395970	+	2390	739
YKL022C	chrXI	394726	397248	-	2523	2165
YKL021C	chrXI	397344	398750	-	1407	4381
YKL020C	chrXI	398742	402146	-	3405	5760
YKL019W	chrXI	402277	403594	+	1318	1533
YKL018C-A	chrXI	403010	404351	-	1342	87
YKL018W	chrXI	404034	405251	+	1218	0
YKL017C	chrXI	403919	407303	-	3385	1416
YKL016C	chrXI	407244	408085	-	842	5979
YKL015W	chrXI	408446	411585	+	3140	12581
YKL014C	chrXI	411619	416913	-	5295	16278
YKL013C	chrXI	417223	418076	-	854	5934
YKL012W	chrXI	418221	420332	+	2112	2574
YKL011C	chrXI	420064	421703	-	1640	806
YKL010C	chrXI	421365	425963	-	4599	6843
YKL009W	chrXI	425527	427084	+	1558	8405
YKL008C	chrXI	426961	428760	-	1800	6682
YKL007W	chrXI	428945	430722	+	1778	7456
YKL006C-A	chrXI	430129	433182	-	3054	665
YKL006W	chrXI	431712	432834	+	1123	0
YKL005C	chrXI	432920	435020	-	2101	2914
YKL004W	chrXI	435159	436965	+	1807	8973
YKL003C	chrXI	436964	438596	-	1633	865
YKL002W	chrXI	437300	438636	+	1337	0
YKL001C	chrXI	438668	439536	-	869	1689
YKR001C	chrXI	440380	442790	-	2411	14857
YKR002W	chrXI	442968	445039	+	2072	4729
YKR003W	chrXI	444864	446889	+	2026	1224
YKR004C	chrXI	445680	448083	-	2404	534
YKR005C	chrXI	448521	450167	-	1647	763
YKR006C	chrXI	450332	451279	-	948	4319
YKR007W	chrXI	451372	452072	+	701	815
YKR008W	chrXI	452146	454203	+	2058	2633
YKR009C	chrXI	454352	457054	-	2703	1698
YKR010C	chrXI	458783	461362	-	2580	1529
YKR011C	chrXI	461520	463502	-	1983	4664
YKR012C	chrXI	463284	465026	-	1743	19
YKR013W	chrXI	463778	465169	+	1392	431
YKR014C	chrXI	465227	466284	-	1058	3276
YKR015C	chrXI	466760	469363	-	2604	368
YKR016W	chrXI	469652	471615	+	1964	3261
YKR017C	chrXI	471514	473523	-	2010	1912
YKR018C	chrXI	473382	475943	-	2562	21562
YKR019C	chrXI	476050	478375	-	2326	1604
YKR020W	chrXI	478262	479186	+	925	901
YKR021W	chrXI	479165	482172	+	3008	3061
YKR022C	chrXI	482001	483230	-	1230	1013
YKR023W	chrXI	483358	485141	+	1784	1227
YKR024C	chrXI	485010	487414	-	2405	7124
YKR025W	chrXI	487512	488756	+	1245	1611
YKR026C	chrXI	488553	489815	-	1263	4455
YKR027W	chrXI	491265	494146	+	2882	3011
YKR028W	chrXI	493882	497533	+	3652	7012
YKR029C	chrXI	497471	499838	-	2368	2357
YKR030W	chrXI	500052	501219	+	1168	2323
YKR031C	chrXI	501344	506395	-	5052	8695
YKR032W	chrXI	506517	506831	+	315	10
YKR033C	chrXI	506879	507304	-	426	0
YKR034W	chrXI	506898	507707	+	810	11
YKR035C	chrXI	507920	508561	-	642	0
YKR035W-A	chrXI	507896	508740	+	845	0
YKR036C	chrXI	508547	510661	-	2115	2304
YKR037C	chrXI	510740	511859	-	1120	792
YKR038C	chrXI	511822	513201	-	1380	3902
YKR039W	chrXI	514960	517021	+	2062	1073
YKR040C	chrXI	518063	518566	-	504	0
YKR041W	chrXI	518179	519464	+	1286	0
YKR042W	chrXI	518243	520852	+	2610	20949
YKR043C	chrXI	520638	522502	-	1865	5407
YKR044W	chrXI	521946	524156	+	2211	0
YKR045C	chrXI	521871	524007	-	2137	0
YKR046C	chrXI	524059	525166	-	1108	7429
YKR047W	chrXI	525257	525562	+	306	0
YKR048C	chrXI	525219	526668	-	1450	10211
YKR049C	chrXI	526697	527651	-	955	9
YKR050W	chrXI	526850	530612	+	3763	3404
YKR051W	chrXI	530595	532278	+	1684	2477
YKR052C	chrXI	532182	533841	-	1660	2134
YKR053C	chrXI	533976	537306	-	3331	2712
YKR054C	chrXI	535647	547925	-	12279	8146
YKR055W	chrXI	548156	549522	+	1367	1846
YKR056W	chrXI	549448	551367	+	1920	8602
YKR057W	chrXI	551627	552550	+	924	7039
YKR058W	chrXI	552421	554961	+	2541	1656
YKR059W	chrXI	554871	556456	+	1586	43073
YKR060W	chrXI	556474	557735	+	1262	2831
YKR061W	chrXI	557542	559115	+	1574	21150
YKR062W	chrXI	559602	561311	+	1710	2561
YKR063C	chrXI	560588	562308	-	1721	1826
YKR064W	chrXI	562498	565324	+	2827	3013
YKR065C	chrXI	564826	565921	-	1096	2917
YKR066C	chrXI	565957	567236	-	1280	7113
YKR067W	chrXI	567792	570329	+	2538	4136
YKR068C	chrXI	570183	571147	-	965	2905
YKR069W	chrXI	571431	573447	+	2017	1396
YKR070W	chrXI	573479	574885	+	1407	3081
YKR071C	chrXI	574597	576059	-	1463	8037
YKR072C	chrXI	576216	578312	-	2097	5113
YKR073C	chrXI	578187	578507	-	321	17
YKR074W	chrXI	579163	579919	+	757	178
YKR075C	chrXI	579665	580929	-	1265	10
YKR075W-A	chrXI	579217	580855	+	1639	0
YKR076W	chrXI	581961	583543	+	1583	3317
YKR077W	chrXI	583550	584848	+	1299	276
YKR078W	chrXI	584908	586759	+	1852	1323
YKR079C	chrXI	586597	589610	-	3014	6135
YKR080W	chrXI	589818	591505	+	1688	6992
YKR081C	chrXI	591374	592607	-	1234	6475
YKR082W	chrXI	592767	596378	+	3612	10591
YKR083C	chrXI	596193	596903	-	711	448
YKR084C	chrXI	596947	598983	-	2037	7761
YKR085C	chrXI	598926	599704	-	779	2599
YKR086W	chrXI	599833	603165	+	3333	3829
YKR087C	chrXI	603035	604252	-	1218	2651
YKR088C	chrXI	604082	605447	-	1366	2574
YKR089C	chrXI	605518	608444	-	2927	5972
YKR090W	chrXI	608732	611263	+	2532	3394
YKR091W	chrXI	611425	612400	+	976	1105
YKR092C	chrXI	612393	614130	-	1738	4035
YKR093W	chrXI	615528	617744	+	2217	25553
YKR094C	chrXI	617693	618790	-	1098	14546
YKR095W	chrXI	619805	625432	+	5628	11045
YKR095W-A	chrXI	625727	626618	+	892	720
YKR096W	chrXI	626719	630486	+	3768	5202
YKR097W	chrXI	631005	633023	+	2019	974
YKR098C	chrXI	632905	635320	-	2416	2791
YKR099W	chrXI	635579	638415	+	2837	4050
YKR100C	chrXI	638438	640342	-	1905	3696
YKR101W	chrXI	640512	642736	+	2225	890
YKR102W	chrXI	646356	649865	+	3510	839
YKR103W	chrXI	653080	656736	+	3657	1285
YKR104W	chrXI	656179	658051	+	1873	326
YKR105C	chrXI	658716	660464	-	1749	874
YKR106W	chrXI	661442	663289	+	1848	1089
YLL067C	chrXII	585	4301	-	3717	2573
YLL067W-A	chrXII	843	1325	+	483	0
YLL066W-B	chrXII	5605	5775	+	171	0
YLL066C	chrXII	6120	9836	-	3717	2596
YLL066W-A	chrXII	6486	6968	+	483	0
YLL065W	chrXII	11726	12076	+	351	0
YLL064C	chrXII	13083	13445	-	363	125
YLL063C	chrXII	14489	16588	-	2100	850
YLL062C	chrXII	16231	17732	-	1502	1031
YLL061W	chrXII	17940	20216	+	2277	3324
YLL060C	chrXII	20912	22755	-	1844	1185
YLL059C	chrXII	22053	23164	-	1112	104
YLL058W	chrXII	23381	25383	+	2003	4038
YLL057C	chrXII	25756	26994	-	1239	819
YLL056C	chrXII	27284	29535	-	2252	1213
YLL055W	chrXII	29611	31767	+	2157	1612
YLL054C	chrXII	32313	35232	-	2920	2613
YLL053C	chrXII	35276	36337	-	1062	294
YLL052C	chrXII	35912	36361	-	450	20
YLL051C	chrXII	37234	39494	-	2261	6219
YLL050C	chrXII	39638	40667	-	1030	17033
YLL049W	chrXII	40666	41205	+	540	1770
YLL048C	chrXII	41280	46265	-	4986	34294
YLL047W	chrXII	46672	47055	+	384	16
YLL046C	chrXII	46714	47463	-	750	12
YLL045C	chrXII	47585	48708	-	1124	9933
YLL044W	chrXII	48216	48662	+	447	0
YLL043W	chrXII	49865	52120	+	2256	5700
YLL042C	chrXII	51980	52640	-	661	212
YLL041C	chrXII	52697	54016	-	1320	1625
YLL040C	chrXII	54211	63645	-	9435	24256
YLL039C	chrXII	63930	65811	-	1882	12857
YLL038C	chrXII	65130	66553	-	1424	868
YLL037W	chrXII	66562	66942	+	381	0
YLL036C	chrXII	66658	68305	-	1648	3659
YLL035W	chrXII	68453	70642	+	2190	4496
YLL034C	chrXII	70478	73187	-	2710	6577
YLL033W	chrXII	73408	74677	+	1270	635
YLL032C	chrXII	74270	76747	-	2478	1964
YLL031C	chrXII	77045	80285	-	3241	8392
YLL030C	chrXII	80356	80697	-	342	9
YLL029W	chrXII	81309	83822	+	2514	7263
YLL028W	chrXII	84498	86949	+	2452	4875
YLL027W	chrXII	87077	88285	+	1209	4697
YLL026W	chrXII	88442	91439	+	2998	225191
YLL025W	chrXII	94712	95357	+	646	298
YLL024C	chrXII	95216	97537	-	2322	861841
YLL023C	chrXII	97818	98928	-	1111	2168
YLL022C	chrXII	98906	100560	-	1655	1571
YLL021W	chrXII	100947	105347	+	4401	5925
YLL020C	chrXII	105503	106809	-	1307	4
YLL019C	chrXII	105686	107899	-	2214	651
YLL019W-A	chrXII	106908	107000	+	93	0
YLL018C-A	chrXII	107359	109028	-	1670	1732
YLL018C	chrXII	109532	111659	-	2128	22816
YLL015W	chrXII	116313	121176	+	4864	8542
YLL014W	chrXII	121304	122008	+	705	2362
YLL013C	chrXII	121678	124914	-	3237	3754
YLL012W	chrXII	125429	127358	+	1930	4920
YLL011W	chrXII	127512	129158	+	1647	7813
YLL010C	chrXII	128952	130855	-	1904	2452
YLL009C	chrXII	131017	131489	-	473	1490
YLL008W	chrXII	131674	134106	+	2433	8372
YLL007C	chrXII	134017	136397	-	2381	1747
YLL006W-A	chrXII	136345	136521	+	177	1
YLL006W	chrXII	136548	139498	+	2951	1865
YLL005C	chrXII	137940	140546	-	2607	6
YLL004W	chrXII	141051	143017	+	1967	2120
YLL003W	chrXII	143187	146101	+	2915	2955
YLL002W	chrXII	146237	147684	+	1448	1073
YLL001W	chrXII	147823	150552	+	2730	6156
YLR001C	chrXII	151245	154008	-	2764	4655
YLR002C	chrXII	154222	156398	-	2177	7960
YLR003C	chrXII	156726	157797	-	1072	3854
YLR004C	chrXII	157855	159584	-	1730	825
YLR005W	chrXII	160004	161725	+	1722	3286
YLR006C	chrXII	161674	164078	-	2405	4081
YLR007W	chrXII	164381	165567	+	1187	2551
YLR008C	chrXII	165249	166205	-	957	2872
YLR009W	chrXII	166347	167331	+	985	6390
YLR010C	chrXII	167116	167836	-	721	429
YLR011W	chrXII	168881	169972	+	1092	729
YLR012C	chrXII	169730	170381	-	652	32
YLR013W	chrXII	171339	171764	+	426	5
YLR014C	chrXII	172268	174982	-	2715	2803
YLR015W	chrXII	175174	177285	+	2112	1217
YLR016C	chrXII	176102	177463	-	1362	147
YLR017W	chrXII	177590	178710	+	1121	5464
YLR018C	chrXII	178572	179696	-	1125	3613
YLR019W	chrXII	179868	181735	+	1868	4162
YLR020C	chrXII	181612	183536	-	1925	3537
YLR021W	chrXII	183582	184640	+	1059	565
YLR022C	chrXII	183884	185100	-	1217	979
YLR023C	chrXII	185028	187972	-	2945	9450
YLR024C	chrXII	187663	193281	-	5619	5017
YLR025W	chrXII	194388	195466	+	1079	1558
YLR026C	chrXII	195218	196579	-	1362	1977
YLR027C	chrXII	196484	198113	-	1630	31373
YLR028C	chrXII	199401	201584	-	2184	15974
YLR029C	chrXII	201598	202613	-	1016	44548
YLR030W	chrXII	203290	204081	+	792	498
YLR031W	chrXII	204113	204817	+	705	364
YLR032W	chrXII	204970	208580	+	3611	2307
YLR033W	chrXII	208653	210479	+	1827	3163
YLR034C	chrXII	210077	212150	-	2074	8589
YLR035C	chrXII	212003	214480	-	2478	1265
YLR036C	chrXII	221151	222411	-	1261	1248
YLR037C	chrXII	222204	224611	-	2408	789
YLR038C	chrXII	224471	225698	-	1228	1946
YLR039C	chrXII	225426	228596	-	3171	3449
YLR040C	chrXII	228764	229876	-	1113	47
YLR041W	chrXII	228917	230656	+	1740	23
YLR042C	chrXII	229813	230561	-	749	0
YLR043C	chrXII	231361	232043	-	683	6720
YLR044C	chrXII	232313	234289	-	1977	771995
YLR045C	chrXII	234821	237818	-	2998	3349
YLR046C	chrXII	237895	240977	-	3083	1980
YLR047C	chrXII	239347	241407	-	2061	381
YLR048W	chrXII	241930	243785	+	1856	37179
YLR049C	chrXII	243743	245384	-	1642	1733
YLR050C	chrXII	245445	246269	-	825	1891
YLR051C	chrXII	246173	247037	-	865	2620
YLR052W	chrXII	247107	248641	+	1535	2840
YLR053C	chrXII	248000	248596	-	597	0
YLR054C	chrXII	248717	250978	-	2262	560
YLR055C	chrXII	251242	253119	-	1878	1900
YLR056W	chrXII	253650	255374	+	1725	29754
YLR057W	chrXII	255241	257969	+	2729	4318
YLR058C	chrXII	257842	259517	-	1676	40402
YLR059C	chrXII	259554	260805	-	1252	3704
YLR060W	chrXII	260926	262924	+	1999	26831
YLR061W	chrXII	263109	264069	+	961	784
YLR062C	chrXII	263577	263954	-	378	0
YLR063W	chrXII	264157	265254	+	1098	2
YLR064W	chrXII	264233	266374	+	2142	924
YLR065C	chrXII	265595	266979	-	1385	1326
YLR066W	chrXII	267093	268008	+	916	1951
YLR067C	chrXII	267734	270796	-	3063	3117
YLR068W	chrXII	270929	271623	+	695	208
YLR069C	chrXII	271459	273967	-	2509	6712
YLR070C	chrXII	274141	275211	-	1071	743
YLR071C	chrXII	275238	278670	-	3433	6565
YLR072W	chrXII	278796	281029	+	2234	2770
YLR073C	chrXII	280763	281735	-	973	2982
YLR074C	chrXII	281889	282788	-	900	5156
YLR075W	chrXII	282618	283733	+	1116	19222
YLR076C	chrXII	283185	283607	-	423	0
YLR077W	chrXII	283734	286731	+	2998	3341
YLR078C	chrXII	285586	287278	-	1693	0
YLR079W	chrXII	286664	287840	+	1177	1735
YLR080W	chrXII	287898	289330	+	1433	703
YLR081W	chrXII	290077	292196	+	2120	712
YLR082C	chrXII	292045	293657	-	1613	1199
YLR083C	chrXII	293861	296281	-	2421	11018
YLR084C	chrXII	296589	300251	-	3663	8662
YLR085C	chrXII	300517	302024	-	1508	2461
YLR086W	chrXII	302243	306499	+	4257	4551
YLR087C	chrXII	306855	315731	-	8877	14510
YLR088W	chrXII	315945	318228	+	2284	4516
YLR089C	chrXII	318029	320352	-	2324	11569
YLR090W	chrXII	320485	322207	+	1723	5934
YLR091W	chrXII	322232	323563	+	1332	1176
YLR092W	chrXII	323544	326225	+	2682	2632
YLR093C	chrXII	326242	327546	-	1305	4200
YLR094C	chrXII	327611	329318	-	1708	3532
YLR095C	chrXII	329616	332156	-	2541	2833
YLR096W	chrXII	332590	336033	+	3444	8765
YLR097C	chrXII	336058	337346	-	1289	1782
YLR098C	chrXII	337382	339667	-	2286	1650
YLR099C	chrXII	339620	341117	-	1498	0
YLR099W-A	chrXII	339690	341649	+	1960	1087
YLR100W	chrXII	341639	343065	+	1427	4595
YLR101C	chrXII	342566	342961	-	396	0
YLR102C	chrXII	342805	343819	-	1015	502
YLR103C	chrXII	343911	346045	-	2135	1504
YLR104W	chrXII	346161	347043	+	883	2020
YLR105C	chrXII	346958	348341	-	1384	1876
YLR106C	chrXII	349006	363738	-	14733	33281
