# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/control/9929273/counts.txt" "../results/control/9929273/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/control/9929273/alignment_sorted.bam
YJL038C	chrX	374957	375860	-	904	144
YJL037W	chrX	376662	377336	+	675	45
YJL036W	chrX	378698	380366	+	1669	1614
YJL035C	chrX	380093	381054	-	962	458
YJL034W	chrX	381261	383764	+	2504	45149
YJL033W	chrX	383801	386249	+	2449	6530
YJL032W	chrX	386348	386662	+	315	0
YJL031C	chrX	386264	387549	-	1286	737
YJL030W	chrX	387397	389456	+	2060	523
YJL029C	chrX	388285	390956	-	2672	1440
YJL028W	chrX	391311	391646	+	336	3
YJL027C	chrX	391767	392725	-	959	9
YJL026W	chrX	392210	393762	+	1553	6479
YJL026C-A	chrX	393066	393287	-	222	0
YJL025W	chrX	393887	395801	+	1915	266
YJL024C	chrX	394411	396634	-	2224	1245
YJL023C	chrX	397198	398694	-	1497	319
YJL022W	chrX	397955	398892	+	938	71
YJL020C	chrX	398937	402410	-	3474	5657
YJL020W-A	chrX	400981	401238	+	258	0
YJL019W	chrX	402781	405523	+	2743	2148
YJL016W	chrX	405309	407400	+	2092	1513
YJL015C	chrX	407142	407426	-	285	0
YJL014W	chrX	407516	409473	+	1958	16758
YJL013C	chrX	409493	411040	-	1548	1089
YJL012C	chrX	411121	413492	-	2372	7670
YJL011C	chrX	413875	414821	-	947	620
YJL010C	chrX	417421	419599	-	2179	5529
YJL009W	chrX	419855	420181	+	327	0
YJL008C	chrX	419715	421709	-	1995	13383
YJL007C	chrX	422698	423012	-	315	35
YJL006C	chrX	423061	424184	-	1124	1168
YJL005W	chrX	425157	431237	+	6081	11117
YJL004C	chrX	431283	432574	-	1292	1303
YJL003W	chrX	432417	433429	+	1013	446
YJL002C	chrX	433110	434974	-	1865	13045
YJL001W	chrX	434798	436121	+	1324	5761
YJR001W	chrX	436537	438741	+	2205	6127
YJR002W	chrX	438835	441305	+	2471	6711
YJR003C	chrX	440839	442575	-	1737	1589
YJR004C	chrX	442766	445678	-	2913	1243
YJR005W	chrX	445866	448321	+	2456	3893
YJR005C-A	chrX	448166	448781	-	616	54
YJR006W	chrX	449190	450897	+	1708	2091
YJR007W	chrX	450882	452174	+	1293	12859
YJR008W	chrX	452269	453665	+	1397	673
YJR009C	chrX	453545	454953	-	1409	148357
YJR010W	chrX	456142	457903	+	1762	0
YJR010C-A	chrX	454730	458592	-	3863	733
YJR011C	chrX	458343	459654	-	1312	453
YJR012C	chrX	459795	460193	-	399	0
YJR013W	chrX	459765	461687	+	1923	1145
YJR014W	chrX	461350	462775	+	1426	3656
YJR015W	chrX	462541	464401	+	1861	7625
YJR016C	chrX	464265	466272	-	2008	56687
YJR017C	chrX	466209	467108	-	900	208
YJR018W	chrX	466488	467218	+	731	0
YJR019C	chrX	467132	468316	-	1185	0
YJR020W	chrX	467255	468556	+	1302	0
YJR021C	chrX	468414	469644	-	1231	485
YJR022W	chrX	469784	470113	+	330	0
YJR023C	chrX	469804	470205	-	402	0
YJR024C	chrX	470153	470985	-	833	3302
YJR025C	chrX	470986	471884	-	899	1918
YJR030C	chrX	483959	486196	-	2238	2121
YJR031C	chrX	486453	490911	-	4459	5095
YJR032W	chrX	491015	492491	+	1477	2091
YJR033C	chrX	492378	496451	-	4074	3408
YJR034W	chrX	496580	497257	+	678	530
YJR035W	chrX	497355	500612	+	3258	1376
YJR036C	chrX	500713	503391	-	2679	460
YJR037W	chrX	503102	503485	+	384	9
YJR038C	chrX	503710	504072	-	363	24
YJR039W	chrX	503936	507301	+	3366	1250
YJR040W	chrX	507671	510157	+	2487	3610
YJR041C	chrX	510040	513811	-	3772	7397
YJR042W	chrX	514026	516469	+	2444	4674
YJR043C	chrX	516276	517581	-	1306	942
YJR044C	chrX	518586	519335	-	750	1919
YJR045C	chrX	519370	521741	-	2372	54340
YJR046W	chrX	521963	523904	+	1942	3236
YJR047C	chrX	524797	525504	-	708	1199
YJR048W	chrX	526027	526986	+	960	14
YJR049C	chrX	526265	528498	-	2234	2205
YJR050W	chrX	528638	529702	+	1065	856
YJR051W	chrX	529795	531522	+	1728	3084
YJR052W	chrX	531984	533825	+	1842	1305
YJR053W	chrX	534027	535751	+	1725	877
YJR054W	chrX	535928	537667	+	1740	2233
YJR055W	chrX	538702	539704	+	1003	568
YJR056C	chrX	541622	542703	-	1082	1192
YJR057W	chrX	544052	544867	+	816	836
YJR058C	chrX	544541	545464	-	924	615
YJR059W	chrX	545712	548371	+	2660	3470
YJR060W	chrX	548637	550592	+	1956	1793
YJR061W	chrX	550511	553318	+	2808	358
YJR062C	chrX	551915	554863	-	2949	1643
YJR063W	chrX	555143	555797	+	655	2442
YJR064W	chrX	555862	557750	+	1889	16007
YJR065C	chrX	557510	559210	-	1701	10330
YJR066W	chrX	559416	566828	+	7413	8009
YJR067C	chrX	566054	567477	-	1424	482
YJR068W	chrX	567590	568825	+	1236	2229
YJR069C	chrX	568589	569450	-	862	2233
YJR070C	chrX	569477	570907	-	1431	6949
YJR071W	chrX	570405	570773	+	369	0
YJR072C	chrX	570611	572165	-	1555	4119
YJR073C	chrX	572261	573735	-	1475	1464
YJR074W	chrX	573074	573884	+	811	47
YJR075W	chrX	573919	575444	+	1526	6157
YJR076C	chrX	575220	576758	-	1539	3515
YJR077C	chrX	577042	578658	-	1617	6189
YJR078W	chrX	578860	580221	+	1362	165
YJR079W	chrX	580205	581239	+	1035	0
YJR080C	chrX	580207	581699	-	1493	437
YJR082C	chrX	581692	582938	-	1247	771
YJR083C	chrX	582303	583579	-	1277	323
YJR084W	chrX	583690	585170	+	1481	1149
YJR085C	chrX	584946	585481	-	536	1063
YJR086W	chrX	586039	586452	+	414	0
YJR087W	chrX	586400	586750	+	351	0
YJR088C	chrX	586070	587702	-	1633	2036
YJR089W	chrX	587718	590582	+	2865	2046
YJR090C	chrX	590872	594327	-	3456	5149
YJR091C	chrX	594778	598406	-	3629	7795
YJR092W	chrX	598735	603078	+	4344	3418
YJR093C	chrX	602251	604261	-	2011	753
YJR094C	chrX	604397	605848	-	1452	161
YJR094W-A	chrX	608273	609104	+	832	12419
YJR095W	chrX	609676	610934	+	1259	90
YJR096W	chrX	611024	612131	+	1108	1216
YJR097W	chrX	612324	613167	+	844	717
YJR098C	chrX	613059	615253	-	2195	663
YJR099W	chrX	615136	617739	+	2604	1233
YJR100C	chrX	616279	617766	-	1488	0
YJR101W	chrX	618114	619195	+	1082	1965
YJR102C	chrX	618972	620054	-	1083	589
YJR103W	chrX	620558	622568	+	2011	0
YJR104C	chrX	620643	623989	-	3347	26983
YJR105W	chrX	623169	624649	+	1481	11944
YJR106W	chrX	624803	627165	+	2363	421
YJR107W	chrX	625556	628436	+	2881	1220
YJR107C-A	chrX	628457	628693	-	237	223
YJR108W	chrX	628712	629083	+	372	79
YJR109C	chrX	629482	633022	-	3541	9015
YJR110W	chrX	633489	635858	+	2370	1476
YJR111C	chrX	635738	636836	-	1099	1082
YJR112W	chrX	636992	637788	+	797	688
YJR112W-A	chrX	637753	638401	+	649	463
YJR113C	chrX	638113	639395	-	1283	412
YJR114W	chrX	638659	639051	+	393	0
YJR115W	chrX	638736	640749	+	2014	193
YJR116W	chrX	640641	641856	+	1216	888
YJR117W	chrX	641968	643534	+	1567	5524
YJR118C	chrX	643304	644216	-	913	1544
YJR119C	chrX	644223	646589	-	2367	725
YJR120W	chrX	647126	647476	+	351	2
YJR121W	chrX	647371	649513	+	2143	17033
YJR122W	chrX	649343	652035	+	2693	1321
YJR123W	chrX	651667	652777	+	1111	89472
YJR124C	chrX	652697	654485	-	1789	3450
YJR125C	chrX	654335	656023	-	1689	2912
YJR126C	chrX	656254	658689	-	2436	5900
YJR127C	chrX	658917	663059	-	4143	3721
YJR128W	chrX	662921	663280	+	360	47
YJR129C	chrX	663680	665083	-	1404	7736
YJR130C	chrX	665049	667427	-	2379	1274
YJR131W	chrX	667592	671262	+	3671	1901
YJR132W	chrX	669461	672843	+	3383	0
YJR133W	chrX	670433	673726	+	3294	1706
YJR134C	chrX	673615	675944	-	2330	857
YJR135C	chrX	674631	676839	-	2209	367
YJR135W-A	chrX	676946	677639	+	694	923
YJR136C	chrX	677352	678782	-	1431	789
YJR137C	chrX	678957	683285	-	4329	4232
YJR138W	chrX	684567	689321	+	4755	3316
YJR139C	chrX	689310	690925	-	1616	18427
YJR140C	chrX	690750	695696	-	4947	4061
YJR140W-A	chrX	690961	691110	+	150	0
YJR141W	chrX	695873	697171	+	1299	405
YJR142W	chrX	696757	698363	+	1607	1362
YJR143C	chrX	698168	700705	-	2538	20250
YJR144W	chrX	700686	701957	+	1272	2434
YJR145C	chrX	701849	703563	-	1715	76176
YJR146W	chrX	703885	704238	+	354	130
YJR147W	chrX	704050	705719	+	1670	1602
YJR148W	chrX	705592	707187	+	1596	18041
YJR149W	chrX	707092	708594	+	1503	634
YJR150C	chrX	708704	709885	-	1182	193
YJR151C	chrX	712255	715740	-	3486	544
YJR151W-A	chrX	717580	717630	+	51	18
YJR152W	chrX	718161	721391	+	3231	741
YJR153W	chrX	722431	724778	+	2348	693
YJR154W	chrX	725784	726824	+	1041	290
YJR155W	chrX	727026	728332	+	1307	370
YJR156C	chrX	728574	729596	-	1023	153
YJR157W	chrX	730515	730877	+	363	8
YJR158W	chrX	732440	734143	+	1704	158
YJR159W	chrX	736044	737117	+	1074	150
YJR160C	chrX	738008	739816	-	1809	517
YJR161C	chrX	742848	743999	-	1152	839
YJR162C	chrX	744911	745261	-	351	0
YKL225W	chrXI	451	798	+	348	0
YKL224C	chrXI	1810	2181	-	372	2
YKL223W	chrXI	2389	2721	+	333	0
YKL222C	chrXI	3228	5738	-	2511	1037
YKL221W	chrXI	6107	7528	+	1422	78
YKL220C	chrXI	9091	11226	-	2136	466
YKL219W	chrXI	14485	15708	+	1224	1267
YKL218C	chrXI	17159	19802	-	2644	1266
YKL217W	chrXI	22006	24219	+	2214	623
YKL216W	chrXI	25099	26560	+	1462	20242
YKL215C	chrXI	26659	30718	-	4060	5445
YKL214C	chrXI	30874	31761	-	888	1367
YKL213C	chrXI	31885	34183	-	2299	5026
YKL212W	chrXI	34342	36508	+	2167	14311
YKL211C	chrXI	36541	38230	-	1690	6210
YKL210W	chrXI	39104	42329	+	3226	37716
YKL209C	chrXI	42423	46295	-	3873	28786
YKL208W	chrXI	47136	48176	+	1041	2
YKL207W	chrXI	47184	49135	+	1952	5162
YKL206C	chrXI	48926	49908	-	983	1114
YKL205W	chrXI	50005	53479	+	3475	7214
YKL204W	chrXI	53661	55776	+	2116	2099
YKL203C	chrXI	55935	63359	-	7425	8979
YKL202W	chrXI	63821	64402	+	582	6
YKL201C	chrXI	63930	67466	-	3537	1382
YKL198C	chrXI	68087	70446	-	2360	1177
YKL197C	chrXI	70335	73897	-	3563	2732
YKL196C	chrXI	74697	75652	-	956	6259
YKL195W	chrXI	75787	77331	+	1545	3607
YKL194C	chrXI	77031	78725	-	1695	1250
YKL193C	chrXI	78756	79933	-	1178	1398
YKL192C	chrXI	80017	80627	-	611	1792
YKL191W	chrXI	80975	82732	+	1758	8689
YKL190W	chrXI	82901	83962	+	1062	2572
YKL189W	chrXI	84432	86185	+	1754	1073
YKL188C	chrXI	86225	88786	-	2562	463
YKL187C	chrXI	89284	91536	-	2253	851
YKL186C	chrXI	92644	93465	-	822	2227
YKL185W	chrXI	94121	96388	+	2268	3843
YKL184W	chrXI	96538	98467	+	1930	5327
YKL183C-A	chrXI	98395	98607	-	213	0
YKL183W	chrXI	98551	100350	+	1800	3182
YKL182W	chrXI	100671	106826	+	6156	186374
YKL181W	chrXI	107099	108908	+	1810	15627
YKL180W	chrXI	109090	110370	+	1281	50916
YKL179C	chrXI	110337	112558	-	2222	3221
YKL178C	chrXI	112938	114671	-	1734	176
YKL177W	chrXI	114317	114887	+	571	5
YKL176C	chrXI	115408	118521	-	3114	6379
YKL175W	chrXI	118550	120467	+	1918	4495
YKL174C	chrXI	120209	122336	-	2128	2772
YKL173W	chrXI	122461	125688	+	3228	4118
YKL172W	chrXI	125725	127200	+	1476	4501
YKL171W	chrXI	127475	130261	+	2787	1781
YKL170W	chrXI	130521	131331	+	811	0
YKL169C	chrXI	130289	132678	-	2390	9
YKL168C	chrXI	130985	133481	-	2497	474
YKL167C	chrXI	133476	134396	-	921	821
YKL166C	chrXI	134289	135925	-	1637	1638
YKL165C-A	chrXI	135790	136023	-	234	5
YKL165C	chrXI	137771	140748	-	2978	5770
YKL164C	chrXI	141526	143179	-	1654	30252
YKL163W	chrXI	143612	145781	+	2170	1017
YKL162C-A	chrXI	145550	146135	-	586	19
YKL162C	chrXI	147481	148951	-	1471	399
YKL161C	chrXI	149062	150978	-	1917	698
YKL160W	chrXI	153257	154944	+	1688	75
YKL159C	chrXI	153131	154491	-	1361	0
YKL157W	chrXI	154967	158452	+	3486	13962
YKL156W	chrXI	158521	159449	+	929	4697
YKL156C-A	chrXI	158975	159091	-	117	0
YKL155C	chrXI	159355	161417	-	2063	1496
YKL154W	chrXI	161097	162452	+	1356	1927
YKL153W	chrXI	163600	164109	+	510	0
YKL152C	chrXI	163006	164409	-	1404	121
YKL151C	chrXI	163808	165935	-	2128	1307
YKL150W	chrXI	166195	166487	+	293	62
YKL149C	chrXI	167457	168904	-	1448	1216
YKL148C	chrXI	168974	171306	-	2333	2074
YKL147C	chrXI	171551	172168	-	618	0
YKL146W	chrXI	171556	173947	+	2392	3000
YKL145W	chrXI	174159	175825	+	1667	0
YKL145W-A	chrXI	174218	175807	+	1590	0
YKL144C	chrXI	175600	176569	-	970	429
YKL143W	chrXI	176127	178541	+	2415	2929
YKL142W	chrXI	178418	179397	+	980	2910
YKL141W	chrXI	179344	180398	+	1055	2917
YKL140W	chrXI	180511	182764	+	2254	3652
YKL139W	chrXI	182777	184607	+	1831	1363
YKL138C-A	chrXI	184455	185513	-	1059	602
YKL138C	chrXI	185210	186206	-	997	0
YKL137W	chrXI	185548	186449	+	902	0
YKL136W	chrXI	186416	186814	+	399	0
YKL135C	chrXI	186267	188790	-	2524	3416
YKL134C	chrXI	188841	191494	-	2654	1572
YKL133C	chrXI	191509	193083	-	1575	470
YKL132C	chrXI	193214	195088	-	1875	665
YKL131W	chrXI	194478	194999	+	522	0
YKL130C	chrXI	195112	196131	-	1020	790
YKL129C	chrXI	196243	200191	-	3949	2609
YKL128C	chrXI	200496	201802	-	1307	4455
YKL127W	chrXI	203176	205398	+	2223	9234
YKL126W	chrXI	205499	207833	+	2335	7732
YKL125W	chrXI	208117	210306	+	2190	2771
YKL124W	chrXI	210523	212393	+	1871	246
YKL123W	chrXI	210912	212521	+	1610	0
YKL122C	chrXI	212332	213339	-	1008	1521
YKL121W	chrXI	213731	216832	+	3102	1454
YKL120W	chrXI	217171	218508	+	1338	5760
YKL119C	chrXI	218425	219335	-	911	620
YKL118W	chrXI	219126	219437	+	312	6
YKL117W	chrXI	220285	221266	+	982	8982
YKL116C	chrXI	221037	223130	-	2094	2490
YKL115C	chrXI	222893	223285	-	393	0
YKL114C	chrXI	223243	224526	-	1284	1865
YKL113C	chrXI	224601	225937	-	1337	2437
YKL112W	chrXI	226100	228907	+	2808	3965
YKL111C	chrXI	228464	228799	-	336	0
YKL110C	chrXI	228797	230611	-	1815	2502
YKL109W	chrXI	231859	234255	+	2397	5804
YKL108W	chrXI	234196	235929	+	1734	763
YKL107W	chrXI	236010	237211	+	1202	13
YKL106C-A	chrXI	236252	237269	-	1018	0
YKL106W	chrXI	237436	239066	+	1631	4299
YKL105C	chrXI	238988	242757	-	3770	2661
YKL104C	chrXI	242940	245575	-	2636	15426
YKL104W-A	chrXI	245032	245286	+	255	0
YKL103C	chrXI	245947	248179	-	2233	3083
YKL102C	chrXI	247751	248369	-	619	12
YKL101W	chrXI	248920	253476	+	4557	6263
YKL100C	chrXI	253435	255533	-	2099	5675
YKL100W-A	chrXI	254159	254248	+	90	0
YKL099C	chrXI	255531	256553	-	1023	2087
YKL098W	chrXI	256718	258060	+	1343	1155
YKL097C	chrXI	258051	259016	-	966	29
YKL096C-B	chrXI	259073	259222	-	150	4
YKL096W-A	chrXI	259205	260083	+	879	0
YKL096W	chrXI	259300	261945	+	2646	8198
YKL095W	chrXI	262277	263113	+	837	9
YKL094W	chrXI	262315	264379	+	2065	4306
YKL093W	chrXI	264711	266110	+	1400	743
YKL092C	chrXI	265929	269546	-	3618	2636
YKL091C	chrXI	269601	270689	-	1089	1032
YKL090W	chrXI	271838	274407	+	2570	797
YKL089W	chrXI	273365	275275	+	1911	231
YKL088W	chrXI	275222	277251	+	2030	1217
YKL087C	chrXI	276972	278179	-	1208	1232
YKL086W	chrXI	278165	278839	+	675	82
YKL085W	chrXI	278701	280519	+	1819	3466
YKL084W	chrXI	280414	281032	+	619	509
YKL083W	chrXI	280921	281535	+	615	0
YKL082C	chrXI	280848	282412	-	1565	1070
YKL081W	chrXI	282630	284695	+	2066	83257
YKL080W	chrXI	284901	286336	+	1436	17969
YKL079W	chrXI	286480	288648	+	2169	2170
YKL078W	chrXI	288799	291156	+	2358	3140
YKL077W	chrXI	291340	292965	+	1626	8471
YKL076C	chrXI	292752	294260	-	1509	0
YKL075C	chrXI	292956	294308	-	1353	7
YKL074C	chrXI	294501	296217	-	1717	1751
YKL073W	chrXI	296353	299168	+	2816	5647
YKL072W	chrXI	299344	302022	+	2679	1998
YKL071W	chrXI	304339	306061	+	1723	1004
YKL070W	chrXI	305913	306979	+	1067	988
YKL069W	chrXI	307242	308073	+	832	1072
YKL068W-A	chrXI	308995	309754	+	760	1832
YKL068W	chrXI	310079	313209	+	3131	7832
YKL067W	chrXI	314684	315568	+	885	3712
YKL066W	chrXI	315281	315724	+	444	0
YKL065W-A	chrXI	315548	316351	+	804	60
YKL065C	chrXI	316299	317383	-	1085	3916
YKL064W	chrXI	317764	320673	+	2910	4519
YKL063C	chrXI	320844	322916	-	2073	1369
YKL062W	chrXI	323082	325544	+	2463	1813
YKL061W	chrXI	324849	326394	+	1546	96
YKL060C	chrXI	325978	327521	-	1544	493756
YKL059C	chrXI	327478	329524	-	2047	2039
YKL058W	chrXI	329898	330898	+	1001	2496
YKL057C	chrXI	330799	334035	-	3237	7231
YKL056C	chrXI	334237	336154	-	1918	41876
YKL055C	chrXI	334870	336202	-	1333	0
YKL054C	chrXI	336296	338891	-	2596	8121
YKL053C-A	chrXI	338974	339542	-	569	662
YKL053W	chrXI	339572	339946	+	375	0
YKL052C	chrXI	339628	341371	-	1744	905
YKL051W	chrXI	341149	342774	+	1626	3012
YKL050C	chrXI	342852	345620	-	2769	570
YKL049C	chrXI	345630	346843	-	1214	739
YKL048C	chrXI	347032	349221	-	2190	1115
YKL047W	chrXI	349406	351187	+	1782	1953
YKL046C	chrXI	351039	352890	-	1852	4291
YKL045W	chrXI	353371	355218	+	1848	1671
YKL044W	chrXI	356018	356713	+	696	22
YKL043W	chrXI	356442	358049	+	1608	1163
YKL042W	chrXI	358337	359822	+	1486	894
YKL041W	chrXI	360048	361148	+	1101	0
YKL040C	chrXI	360000	361890	-	1891	1092
YKL039W	chrXI	362100	364452	+	2353	8190
YKL038W	chrXI	364939	369283	+	4345	4371
YKL037W	chrXI	369365	369721	+	357	0
YKL036C	chrXI	369090	370019	-	930	0
YKL035W	chrXI	369758	371558	+	1801	13474
YKL034W	chrXI	371685	374238	+	2554	2562
YKL033W-A	chrXI	374383	375362	+	980	6250
YKL033W	chrXI	375456	378572	+	3117	2233
YKL032C	chrXI	380065	381858	-	1794	2896
YKL031W	chrXI	382072	382485	+	414	17
YKL030W	chrXI	382498	383103	+	606	1
YKL029C	chrXI	382600	384847	-	2248	6456
YKL028W	chrXI	385709	387578	+	1870	2126
YKL027W	chrXI	387399	389135	+	1737	1801
YKL026C	chrXI	389061	389997	-	937	229
YKL025C	chrXI	390131	392313	-	2183	1978
YKL024C	chrXI	392365	393365	-	1001	2063
YKL023C-A	chrXI	392879	393410	-	532	0
YKL023W	chrXI	393581	395970	+	2390	491
YKL022C	chrXI	394726	397248	-	2523	1195
YKL021C	chrXI	397344	398750	-	1407	3646
YKL020C	chrXI	398742	402146	-	3405	4226
YKL019W	chrXI	402277	403594	+	1318	1288
YKL018C-A	chrXI	403010	404351	-	1342	108
YKL018W	chrXI	404034	405251	+	1218	0
YKL017C	chrXI	403919	407303	-	3385	1001
YKL016C	chrXI	407244	408085	-	842	3525
YKL015W	chrXI	408446	411585	+	3140	4752
YKL014C	chrXI	411619	416913	-	5295	17436
YKL013C	chrXI	417223	418076	-	854	3424
YKL012W	chrXI	418221	420332	+	2112	1773
YKL011C	chrXI	420064	421703	-	1640	557
YKL010C	chrXI	421365	425963	-	4599	5786
YKL009W	chrXI	425527	427084	+	1558	6601
YKL008C	chrXI	426961	428760	-	1800	5882
YKL007W	chrXI	428945	430722	+	1778	3633
YKL006C-A	chrXI	430129	433182	-	3054	419
YKL006W	chrXI	431712	432834	+	1123	0
YKL005C	chrXI	432920	435020	-	2101	1480
YKL004W	chrXI	435159	436965	+	1807	9378
YKL003C	chrXI	436964	438596	-	1633	412
YKL002W	chrXI	437300	438636	+	1337	0
YKL001C	chrXI	438668	439536	-	869	868
YKR001C	chrXI	440380	442790	-	2411	14235
YKR002W	chrXI	442968	445039	+	2072	2933
YKR003W	chrXI	444864	446889	+	2026	827
YKR004C	chrXI	445680	448083	-	2404	311
YKR005C	chrXI	448521	450167	-	1647	376
YKR006C	chrXI	450332	451279	-	948	2894
YKR007W	chrXI	451372	452072	+	701	832
YKR008W	chrXI	452146	454203	+	2058	2645
YKR009C	chrXI	454352	457054	-	2703	797
YKR010C	chrXI	458783	461362	-	2580	1327
YKR011C	chrXI	461520	463502	-	1983	1428
YKR012C	chrXI	463284	465026	-	1743	9
YKR013W	chrXI	463778	465169	+	1392	312
YKR014C	chrXI	465227	466284	-	1058	2351
YKR015C	chrXI	466760	469363	-	2604	283
YKR016W	chrXI	469652	471615	+	1964	2283
YKR017C	chrXI	471514	473523	-	2010	1203
YKR018C	chrXI	473382	475943	-	2562	10572
YKR019C	chrXI	476050	478375	-	2326	1090
YKR020W	chrXI	478262	479186	+	925	632
YKR021W	chrXI	479165	482172	+	3008	2258
YKR022C	chrXI	482001	483230	-	1230	670
YKR023W	chrXI	483358	485141	+	1784	658
YKR024C	chrXI	485010	487414	-	2405	3979
YKR025W	chrXI	487512	488756	+	1245	1238
YKR026C	chrXI	488553	489815	-	1263	3375
YKR027W	chrXI	491265	494146	+	2882	2495
YKR028W	chrXI	493882	497533	+	3652	6397
YKR029C	chrXI	497471	499838	-	2368	1459
YKR030W	chrXI	500052	501219	+	1168	1616
YKR031C	chrXI	501344	506395	-	5052	5633
YKR032W	chrXI	506517	506831	+	315	2
YKR033C	chrXI	506879	507304	-	426	0
YKR034W	chrXI	506898	507707	+	810	2
YKR035C	chrXI	507920	508561	-	642	0
YKR035W-A	chrXI	507896	508740	+	845	0
YKR036C	chrXI	508547	510661	-	2115	1924
YKR037C	chrXI	510740	511859	-	1120	794
YKR038C	chrXI	511822	513201	-	1380	3331
YKR039W	chrXI	514960	517021	+	2062	593
YKR040C	chrXI	518063	518566	-	504	0
YKR041W	chrXI	518179	519464	+	1286	0
YKR042W	chrXI	518243	520852	+	2610	26135
YKR043C	chrXI	520638	522502	-	1865	8319
YKR044W	chrXI	521946	524156	+	2211	0
YKR045C	chrXI	521871	524007	-	2137	0
YKR046C	chrXI	524059	525166	-	1108	3138
YKR047W	chrXI	525257	525562	+	306	0
YKR048C	chrXI	525219	526668	-	1450	8206
YKR049C	chrXI	526697	527651	-	955	4
YKR050W	chrXI	526850	530612	+	3763	2389
YKR051W	chrXI	530595	532278	+	1684	1582
YKR052C	chrXI	532182	533841	-	1660	1759
YKR053C	chrXI	533976	537306	-	3331	1608
YKR054C	chrXI	535647	547925	-	12279	8413
YKR055W	chrXI	548156	549522	+	1367	1033
YKR056W	chrXI	549448	551367	+	1920	4865
YKR057W	chrXI	551627	552550	+	924	10492
YKR058W	chrXI	552421	554961	+	2541	965
YKR059W	chrXI	554871	556456	+	1586	76264
YKR060W	chrXI	556474	557735	+	1262	1670
YKR061W	chrXI	557542	559115	+	1574	8270
YKR062W	chrXI	559602	561311	+	1710	1712
YKR063C	chrXI	560588	562308	-	1721	1037
YKR064W	chrXI	562498	565324	+	2827	1705
YKR065C	chrXI	564826	565921	-	1096	1906
YKR066C	chrXI	565957	567236	-	1280	5166
YKR067W	chrXI	567792	570329	+	2538	2593
YKR068C	chrXI	570183	571147	-	965	1786
YKR069W	chrXI	571431	573447	+	2017	599
YKR070W	chrXI	573479	574885	+	1407	2494
YKR071C	chrXI	574597	576059	-	1463	5962
YKR072C	chrXI	576216	578312	-	2097	3240
YKR073C	chrXI	578187	578507	-	321	2
YKR074W	chrXI	579163	579919	+	757	4
YKR075C	chrXI	579665	580929	-	1265	0
YKR075W-A	chrXI	579217	580855	+	1639	0
YKR076W	chrXI	581961	583543	+	1583	657
YKR077W	chrXI	583550	584848	+	1299	366
YKR078W	chrXI	584908	586759	+	1852	771
YKR079C	chrXI	586597	589610	-	3014	4237
YKR080W	chrXI	589818	591505	+	1688	3141
YKR081C	chrXI	591374	592607	-	1234	5121
YKR082W	chrXI	592767	596378	+	3612	7867
YKR083C	chrXI	596193	596903	-	711	313
YKR084C	chrXI	596947	598983	-	2037	5419
YKR085C	chrXI	598926	599704	-	779	1655
YKR086W	chrXI	599833	603165	+	3333	2819
YKR087C	chrXI	603035	604252	-	1218	1557
YKR088C	chrXI	604082	605447	-	1366	1727
YKR089C	chrXI	605518	608444	-	2927	5270
YKR090W	chrXI	608732	611263	+	2532	2934
YKR091W	chrXI	611425	612400	+	976	562
YKR092C	chrXI	612393	614130	-	1738	5021
YKR093W	chrXI	615528	617744	+	2217	17804
YKR094C	chrXI	617693	618790	-	1098	35577
YKR095W	chrXI	619805	625432	+	5628	10036
YKR095W-A	chrXI	625727	626618	+	892	624
YKR096W	chrXI	626719	630486	+	3768	3572
YKR097W	chrXI	631005	633023	+	2019	247
YKR098C	chrXI	632905	635320	-	2416	1059
YKR099W	chrXI	635579	638415	+	2837	2527
YKR100C	chrXI	638438	640342	-	1905	2698
YKR101W	chrXI	640512	642736	+	2225	566
YKR102W	chrXI	646356	649865	+	3510	476
YKR103W	chrXI	653080	656736	+	3657	732
YKR104W	chrXI	656179	658051	+	1873	213
YKR105C	chrXI	658716	660464	-	1749	373
YKR106W	chrXI	661442	663289	+	1848	353
YLL067C	chrXII	585	4301	-	3717	2454
YLL067W-A	chrXII	843	1325	+	483	0
YLL066W-B	chrXII	5605	5775	+	171	2
YLL066C	chrXII	6120	9836	-	3717	2606
YLL066W-A	chrXII	6486	6968	+	483	0
YLL065W	chrXII	11726	12076	+	351	0
YLL064C	chrXII	13083	13445	-	363	134
YLL063C	chrXII	14489	16588	-	2100	555
YLL062C	chrXII	16231	17732	-	1502	580
YLL061W	chrXII	17940	20216	+	2277	2333
YLL060C	chrXII	20912	22755	-	1844	617
YLL059C	chrXII	22053	23164	-	1112	48
YLL058W	chrXII	23381	25383	+	2003	1723
YLL057C	chrXII	25756	26994	-	1239	397
YLL056C	chrXII	27284	29535	-	2252	654
YLL055W	chrXII	29611	31767	+	2157	882
YLL054C	chrXII	32313	35232	-	2920	1857
YLL053C	chrXII	35276	36337	-	1062	180
YLL052C	chrXII	35912	36361	-	450	9
YLL051C	chrXII	37234	39494	-	2261	3980
YLL050C	chrXII	39638	40667	-	1030	12640
YLL049W	chrXII	40666	41205	+	540	779
